2y78_A time_leap:     0.103 time_solvent:    11.473 time_rism:   257.337 time_place:     6.837 time_total:   275.750
3agn_A time_leap:     0.102 time_solvent:    11.671 time_rism:   191.040 time_place:     5.290 time_total:   208.102
3aks_A time_leap:     0.123 time_solvent:    11.806 time_rism:   251.013 time_place:     7.079 time_total:   270.021
3bwh_A time_leap:     0.143 time_solvent:    11.733 time_rism:   490.773 time_place:    13.280 time_total:   515.929
3d1p_A time_leap:     0.105 time_solvent:    11.414 time_rism:   183.186 time_place:     5.376 time_total:   200.080
3dha_A time_leap:     0.144 time_solvent:    12.099 time_rism:   447.277 time_place:    15.720 time_total:   475.239
3e4g_A time_leap:     0.124 time_solvent:    11.571 time_rism:   319.919 time_place:     9.657 time_total:   341.271
3eo6_A time_leap:     0.098 time_solvent:    11.670 time_rism:   213.751 time_place:     6.921 time_total:   232.439
3f1l_A time_leap:     0.142 time_solvent:    11.361 time_rism:   385.404 time_place:    12.816 time_total:   409.722
3g46_A time_leap:     0.111 time_solvent:    11.702 time_rism:   199.652 time_place:     6.601 time_total:   218.066
3ip0_A time_leap:     0.117 time_solvent:    11.595 time_rism:   271.962 time_place:     7.402 time_total:   291.075
3jyo_A time_leap:     0.146 time_solvent:    11.995 time_rism:   413.750 time_place:    13.347 time_total:   439.238
3kff_A time_leap:     0.116 time_solvent:    11.639 time_rism:   262.516 time_place:     7.471 time_total:   281.743
3ks3_A time_leap:     0.147 time_solvent:    11.313 time_rism:   467.528 time_place:    14.581 time_total:   493.569
3l8w_A time_leap:     0.157 time_solvent:    11.563 time_rism:  1030.641 time_place:    38.527 time_total:  1080.888
3m5q_A time_leap:     0.168 time_solvent:    11.607 time_rism:   579.987 time_place:    19.455 time_total:   611.217
3noq_A time_leap:     0.134 time_solvent:    11.430 time_rism:   371.741 time_place:    12.186 time_total:   395.492
3ql9_A time_leap:     0.106 time_solvent:    12.239 time_rism:   274.046 time_place:     6.098 time_total:   292.489
3qpa_A time_leap:     0.122 time_solvent:    12.131 time_rism:   238.684 time_place:     8.009 time_total:   258.946
3qr7_A time_leap:     0.108 time_solvent:    11.505 time_rism:   293.834 time_place:    18.593 time_total:   324.041
3rwn_A time_leap:     0.110 time_solvent:    11.773 time_rism:   431.455 time_place:    11.908 time_total:   455.246
3soj_A time_leap:     0.101 time_solvent:    11.309 time_rism:   185.725 time_place:     5.156 time_total:   202.291
3vii_A time_leap:     0.213 time_solvent:    13.093 time_rism:   886.677 time_place:    34.097 time_total:   934.079
3vla_A time_leap:     1.005 time_solvent:    13.113 time_rism:   830.469 time_place:    28.698 time_total:   873.285
3vor_A time_leap:     0.117 time_solvent:    14.641 time_rism:   238.089 time_place:     6.821 time_total:   259.668
3wdn_A time_leap:     0.104 time_solvent:    11.489 time_rism:   267.366 time_place:     6.198 time_total:   285.157
3zuc_A time_leap:     0.111 time_solvent:    11.367 time_rism:   231.533 time_place:     7.278 time_total:   250.288
4a02_A time_leap:     0.118 time_solvent:    11.470 time_rism:   256.542 time_place:     7.194 time_total:   275.323
4a7u_A time_leap:     0.109 time_solvent:    11.542 time_rism:   314.198 time_place:     8.558 time_total:   334.407
4bj0_A time_leap:     0.117 time_solvent:    11.977 time_rism:   289.805 time_place:     7.867 time_total:   309.766
4ce8_A time_leap:     0.098 time_solvent:    11.241 time_rism:   188.721 time_place:     5.626 time_total:   205.686
4e3y_A time_leap:     0.153 time_solvent:    11.419 time_rism:   391.225 time_place:    11.771 time_total:   414.568
4g9s_A time_leap:     0.140 time_solvent:    11.629 time_rism:   323.881 time_place:    10.095 time_total:   345.745
4g9s_B time_leap:     0.110 time_solvent:    11.300 time_rism:   218.307 time_place:     6.467 time_total:   236.183
4ga2_A time_leap:     0.134 time_solvent:    12.389 time_rism:   428.206 time_place:    11.948 time_total:   452.677
4gnr_A time_leap:     0.184 time_solvent:    11.433 time_rism:   533.471 time_place:    19.709 time_total:   564.797
4iau_A time_leap:     0.124 time_solvent:    11.489 time_rism:   283.206 time_place:     6.873 time_total:   301.692
4kqp_A time_leap:     0.135 time_solvent:    11.436 time_rism:   499.014 time_place:    14.528 time_total:   525.112
4n1i_A time_leap:     0.174 time_solvent:    11.771 time_rism:   603.204 time_place:    16.951 time_total:   632.101
4nsv_A time_leap:     0.161 time_solvent:    11.479 time_rism:   364.008 time_place:    10.013 time_total:   385.661
4o6u_A time_leap:     0.141 time_solvent:    11.451 time_rism:   313.991 time_place:     8.631 time_total:   334.215
4psy_A time_leap:     0.130 time_solvent:    11.412 time_rism:   276.889 time_place:     8.023 time_total:   296.453
4tkb_A time_leap:     0.123 time_solvent:    11.258 time_rism:   284.739 time_place:     7.420 time_total:   303.541
4u9h_S time_leap:     0.148 time_solvent:    11.377 time_rism:   563.821 time_place:    18.767 time_total:   594.113
4wee_A time_leap:     0.121 time_solvent:    11.912 time_rism:   253.253 time_place:     8.138 time_total:   273.424
7a3h_A time_leap:     0.178 time_solvent:    11.764 time_rism:   374.576 time_place:    14.112 time_total:   400.630
